,Submission ID,What is your age?,Gender,Where do you typically drink coffee?
4528,EPB28o,35-44 years old,Female, At home
4529,24bpOV,35-44 years old,Male, At home
4530,24bpOV,35-44 years old,Male, At the office
4531,EPB2bN,35-44 years old,Male, At home
4532,EPB2bN,35-44 years old,Male, At the office
4533,EPB2bN,35-44 years old,Male, At a cafe
4534,LdEeGp,35-44 years old,Male, At home
4535,LdEeGp,35-44 years old,Male, At the office
4536,MArWLM,25-34 years old,Female, At home
4537,MArWLM,25-34 years old,Female, At a cafe
4538,yl0QNX,18-24 years old,Male, At home
4539,yl0QNX,18-24 years old,Male, At a cafe
4540,rl0ek5,35-44 years old,Male, At home
4541,rl0ek5,35-44 years old,Male, At a cafe
4542,bl2oKe,45-54 years old,Male, At home
4543,bl2oKe,45-54 years old,Male, At the office
4544,bl2oKe,45-54 years old,Male, At a cafe
4545,NA4a8G,18-24 years old,Male, At home
4546,NA4a8G,18-24 years old,Male, At the office
4547,NA4a8G,18-24 years old,Male, At a cafe
4548,7dJy1L,25-34 years old,Female, At home
4549,oA0qlV,35-44 years old,Male, At home
4550,oA0qlV,35-44 years old,Male, At the office
4551,oA0qlV,35-44 years old,Male, At a cafe
4552,xd05Ad,25-34 years old,Non-binary, At home
4553,xd05Ad,25-34 years old,Non-binary, At the office
4554,pL0EGV,35-44 years old,Male, At home
4555,PA27Bb,35-44 years old,Male, At home
4556,RzZNVQ,25-34 years old,Male, At home
4557,RzZNVQ,25-34 years old,Male, At a cafe
4558,9d6k64,25-34 years old,Male, At home
4559,9d6k64,25-34 years old,Male, At the office
4560,9d6k64,25-34 years old,Male, On the go
4561,9d6k64,25-34 years old,Male, At a cafe
4562,xd0qov,25-34 years old,Non-binary, At home
4563,xd0qov,25-34 years old,Non-binary, At a cafe
4564,24bDag,35-44 years old,Male, At home
4565,24bDag,35-44 years old,Male, At the office
4566,24bDag,35-44 years old,Male, On the go
4567,24bDag,35-44 years old,Male, At a cafe
4568,aBjRaE,25-34 years old,Male, At home
4569,aBjRaE,25-34 years old,Male, On the go
4570,rl0eqL,25-34 years old,Male, At home
4571,rl0eqL,25-34 years old,Male, At the office
4572,PA27P0,25-34 years old,Male, At home
4573,PA27P0,25-34 years old,Male, At a cafe
4574,xd0ABE,35-44 years old,Male, At home
4575,8dJXEo,35-44 years old,Male, At home
4576,ZdGML5,25-34 years old,Female, At home
4577,ZdGML5,25-34 years old,Female, At the office
4578,ZdGML5,25-34 years old,Female, At a cafe
4579,5dlJgQ,18-24 years old,Male, At home
4580,5dlJgQ,18-24 years old,Male, At the office
4581,5dlJgQ,18-24 years old,Male, On the go
4582,LdEejy,18-24 years old,Male, At the office
4583,EPB2YA,25-34 years old,Male, At home
4584,6d1gzN,25-34 years old,Female, At home
4585,6d1gzN,25-34 years old,Female, On the go
4586,6d1gzN,25-34 years old,Female, At a cafe
4587,KMP9bA,35-44 years old,Male, At home
4588,KMP9bA,35-44 years old,Male, At the office
4589,KMP9bA,35-44 years old,Male, On the go
4590,KMP9bA,35-44 years old,Male, At a cafe
4591,J2VQ54,18-24 years old,Male, At home
4592,lN0x46,35-44 years old,Male, At home
4593,5dlJ7E,25-34 years old,Male, At home
4594,5dlJ7E,25-34 years old,Male, At the office
4595,5dlJ7E,25-34 years old,Male, At a cafe
4596,BGLrPN,35-44 years old,Female, At home
4597,BGLrPN,35-44 years old,Female, At the office
4598,BGLrPN,35-44 years old,Female, On the go
4599,BGLrPN,35-44 years old,Female, At a cafe
4600,8dJ9NA,25-34 years old,Male, At home
4601,vN0Re8,35-44 years old,Male, At home
4602,vN0Re8,35-44 years old,Male, At the office
4603,YZo1L5,35-44 years old,Male, At home
4604,YZo1L5,35-44 years old,Male, At a cafe
4605,zK0VKg,35-44 years old,Male, At home
4606,zK0VKg,35-44 years old,Male, At the office
4607,rl0XVo,25-34 years old,Male, At home
4608,PA2o5x,25-34 years old,Male, At home
4609,PA2o5x,25-34 years old,Male, At the office
4610,qbYyb5,25-34 years old,Male, At home
4611,qbYyb5,25-34 years old,Male, At a cafe
4612,5dlNZb,35-44 years old,Female, At home
4613,eBNbAx,35-44 years old,Male, At the office
4614,OAjR0a,25-34 years old,Female, At home
4615,OAjR0a,25-34 years old,Female, At the office
4616,OAjR0a,25-34 years old,Female, On the go
4617,KMPXLX,45-54 years old,Male, At home
4618,KMPXLX,45-54 years old,Male, At the office
4619,kY0LAr,25-34 years old,Male, At home
4620,jB0KLJ,35-44 years old,Male, At home
4621,jB0KLJ,35-44 years old,Male, At the office
4622,jB0KLJ,35-44 years old,Male, At a cafe
4623,Al6kbz,45-54 years old,Male, At home
4624,WAe4Mv,35-44 years old,Female, At home
4625,9d6eEV,35-44 years old,Male, At home
4626,6d1qWP,25-34 years old,Male, At home
4627,6d1qWP,25-34 years old,Male, At the office
4628,BGLvAQ,25-34 years old,Male, At home
4629,BGLvAQ,25-34 years old,Male, At the office
4630,BGLvAQ,25-34 years old,Male, On the go
4631,BGLvAQ,25-34 years old,Male, At a cafe
4632,YZo2x5,25-34 years old,Male, At home
4633,ZdGxvo,35-44 years old,Male, At the office
4634,aBjWKB,25-34 years old,Male, At home
4635,aBjWKB,25-34 years old,Male, At a cafe
4636,24b2lj,25-34 years old,Female, At home
4637,24b2lj,25-34 years old,Female, On the go
4638,24b2lj,25-34 years old,Female, At a cafe
4639,8dJ9RO,25-34 years old,Male, At home
4640,8dJ9RO,25-34 years old,Male, On the go
4641,MAr0PY,35-44 years old,Male, At home
4642,MAr0PY,35-44 years old,Male, At the office
4643,lN0pzW,25-34 years old,Male, At home
4644,lN0pzW,25-34 years old,Male, At the office
4645,NA4zdQ,25-34 years old,Male, At home
4646,GroMYZ,45-54 years old,Female, At home
4647,jB0KJx,18-24 years old,Male, At home
4648,jB0KJx,18-24 years old,Male, At the office
4649,EPBpMN,45-54 years old,Male, At home
4650,24b2Vp,25-34 years old,Male, At home
4651,24b2Vp,25-34 years old,Male, On the go
4652,24b2Vp,25-34 years old,Male, At a cafe
4653,1rbjEg,45-54 years old,Male, At home
4654,1rbjEg,45-54 years old,Male, At a cafe
4655,6d1q4e,25-34 years old,Non-binary, At home
4656,jB0Kq9,55-64 years old,Female, At home
4657,zK0VO1,35-44 years old,Male, At home
4658,zK0VO1,35-44 years old,Male, At the office
4659,zK0VO1,35-44 years old,Male, At a cafe
4660,g5QBpN,25-34 years old,Male, At home
4661,g5QBpN,25-34 years old,Male, At a cafe
4662,9d6ey1,25-34 years old,Male, At home
4663,9d6ey1,25-34 years old,Male, At a cafe
4664,vN0R6X,25-34 years old,Male, At home
4665,vN0R6X,25-34 years old,Male, At a cafe
4666,EPBpo2,25-34 years old,Female, At home
4667,EPBpo2,25-34 years old,Female, At the office
4668,EPBpo2,25-34 years old,Female, At a cafe
4669,bl2aG2,25-34 years old,Male, At home
4670,QAxGkp,35-44 years old,Male, At home
4671,QAxGkp,35-44 years old,Male, At the office
4672,ZdGxB5,55-64 years old,Male, At home
4673,xd0G5k,25-34 years old,Male, At home
4674,xd0G5k,25-34 years old,Male, At the office
4675,J2VyvX,25-34 years old,Male, At home
4676,7dJQ9R,35-44 years old,Male, At home
4677,7dJQ9R,35-44 years old,Male, At the office
4678,7dJQ9R,35-44 years old,Male, At a cafe
4679,7dJQOz,25-34 years old,Male, At home
4680,7dJQOz,25-34 years old,Male, At the office
4681,7dJQOz,25-34 years old,Male, On the go
4682,7dJQOz,25-34 years old,Male, At a cafe
4683,8dJ9Xl,18-24 years old,Male, At home
4684,8dJ9Xl,18-24 years old,Male, At a cafe
4685,rl0XKo,25-34 years old,Male, At home
4686,rl0XKo,25-34 years old,Male, At a cafe
4687,OAjRqk,18-24 years old,Female, At home
4688,g5QBoJ,18-24 years old,Male, At home
4689,g5QBoJ,18-24 years old,Male, At a cafe
4690,RzZO7j,18-24 years old,Male, At home
4691,RzZO7j,18-24 years old,Male, At the office
4692,RzZO7j,18-24 years old,Male, At a cafe
4693,8dJ9vP,25-34 years old,Female, At home
4694,GroW6p,18-24 years old,Male, At a cafe
4695,YZo2Av,25-34 years old,Male, At home
4696,YZo2Av,25-34 years old,Male, At the office
4697,1rbjQ4,18-24 years old,Male, At home
4698,421Z6r,45-54 years old,Male, At home
4699,PA2oG5,25-34 years old,Male, At home
4700,PA2oG5,25-34 years old,Male, At the office
4701,OAjv1R,25-34 years old,Male, At home
4702,OAjv1R,25-34 years old,Male, At the office
4703,OAjv1R,25-34 years old,Male, On the go
4704,lN0Q65,25-34 years old,Male, At home
4705,lN0Q65,25-34 years old,Male, At the office
4706,DVXQzb,25-34 years old,Male, At a cafe
4707,DVXLgN,35-44 years old,Male, At home
4708,Al6kVz,35-44 years old,Male, At home
4709,Al6kVz,35-44 years old,Male, At the office
4710,EPB9LA,35-44 years old,Male, At home
4711,rl07A5,18-24 years old,Male, At home
4712,rl07A5,18-24 years old,Male, At a cafe
4713,5dlRvv,35-44 years old,Male, At home
4714,5dlRvv,35-44 years old,Male, At the office
4715,5dlRvv,35-44 years old,Male, On the go
4716,5dlRb6,25-34 years old,Male, At home
4717,5dlRb6,25-34 years old,Male, At the office
4718,5dlRb6,25-34 years old,Male, On the go
4719,aBjWWX,25-34 years old,Male, At home
4720,RzZp4P,25-34 years old,Female, At home
4721,RzZp4P,25-34 years old,Female, At a cafe
4722,PA2KBx,25-34 years old,Non-binary, At home
4723,rl07PM,25-34 years old,Non-binary, At home
4724,rl07PM,25-34 years old,Non-binary, At the office
4725,rl07dX,25-34 years old,Female, At home
4726,rl07dX,25-34 years old,Female, At the office
4727,rl07dX,25-34 years old,Female, On the go
4728,rl07dX,25-34 years old,Female, At a cafe
4729,5dlRpZ,25-34 years old,Male, At home
4730,5dlRpZ,25-34 years old,Male, At a cafe
4731,5dlReZ,45-54 years old,Male, At home
4732,xd0G4r,25-34 years old,Male, At home
4733,9d6VR5,25-34 years old,Female, On the go
4734,eBN46E,25-34 years old,Male, At home
4735,pL0a41,25-34 years old,Male, At home
4736,rl07vR,35-44 years old,Male, At home
4737,rl07vR,35-44 years old,Male, At the office
4738,PA2K5d,35-44 years old,Female, At home
4739,PA2K5d,35-44 years old,Female, On the go
4740,LdElkp,45-54 years old,Male, At home
4741,LdElkp,45-54 years old,Male, At the office
4742,LdElkp,45-54 years old,Male, On the go
4743,LdElkp,45-54 years old,Male, At a cafe
4744,xd0KYG,35-44 years old,Male, At home
4745,xd0KYG,35-44 years old,Male, At the office
4746,zK0lA1,25-34 years old,Male, At home
4747,VZ9gJa,25-34 years old,Male, At home
4748,VZ9gJa,25-34 years old,Male, At the office
4749,VZ9gJa,25-34 years old,Male, On the go
4750,VZ9gJa,25-34 years old,Male, At a cafe
4751,pL0a6b,25-34 years old,Male, At home
4752,DVXQWR,45-54 years old,Male, At a cafe
4753,LdEljG,18-24 years old,Male, At home
4754,xd0KbG,25-34 years old,Female, At home
4755,9d6Vk4,35-44 years old,Male, At home
4756,pL0apZ,35-44 years old,Male, At home
4757,pL0apZ,35-44 years old,Male, At the office
4758,pL0apZ,35-44 years old,Male, On the go
4759,rl077p,<18 years old,Male, At home
4760,rl077p,<18 years old,Male, On the go
4761,WAeyxR,25-34 years old,Male, At home
4762,GroWMQ,25-34 years old,Female, At home
4763,aBjVYE,45-54 years old,Female, At home
4764,aBjVYE,45-54 years old,Female, At the office
4765,KMPbbz,25-34 years old,Male, At home
4766,KMPbbz,25-34 years old,Male, At the office
4767,KMPbbz,25-34 years old,Male, On the go
4768,KMPbbz,25-34 years old,Male, At a cafe
4769,dYZr5V,45-54 years old,Male, At home
4770,dYZr5V,45-54 years old,Male, At the office
4771,yl0L7g,25-34 years old,Male, At home
4772,yl0L7g,25-34 years old,Male, At the office
4773,eBNkMk,18-24 years old,Male, At home
4774,eBNkMk,18-24 years old,Male, On the go
4775,YZo82z,35-44 years old,Female, At home
4776,YZoN0J,25-34 years old,Male, At a cafe
4777,0EbX29,25-34 years old,Male, At home
4778,0EbX29,25-34 years old,Male, At the office
4779,24bQXD,25-34 years old,Non-binary, At home
4780,24bQXD,25-34 years old,Non-binary, At the office
4781,24bQXD,25-34 years old,Non-binary, On the go
4782,bl2bV6,25-34 years old,Male, On the go
4783,7dJ62P,45-54 years old,Female, At home
4784,7dJ62P,45-54 years old,Female, At the office
4785,7dJ62P,45-54 years old,Female, On the go
4786,DVXgkZ,25-34 years old,Male, At home
4787,PA2VO5,45-54 years old,Male, At home
4788,24bQeL,25-34 years old,Male, At home
4789,YZo8eB,25-34 years old,Female, At home
4790,6d1adB,25-34 years old,Male, At home
4791,6d1adB,25-34 years old,Male, At the office
4792,J2V52d,<18 years old,Female, At home
4793,J2V52d,<18 years old,Female, On the go
4794,XeRXyj,25-34 years old,Male, At home
4795,XeRXyj,25-34 years old,Male, On the go
4796,421eNB,45-54 years old,Female, At home
4797,VZ92Pg,45-54 years old,Female, At home
4798,yl0Vvp,35-44 years old,Male, At home
4799,yl0Vvp,35-44 years old,Male, At the office
4800,QAxPXX,18-24 years old,Male, At the office
4801,dYZBzr,25-34 years old,Male, At home
4802,aBj7lZ,18-24 years old,Male, At the office
4803,dYZBeq,18-24 years old,Male, At home
4804,dYZBeq,18-24 years old,Male, At a cafe
4805,PA2VP1,35-44 years old,Male, At home
4806,qbY0XG,25-34 years old,Male, At home
4807,qbY0XG,25-34 years old,Male, At the office
4808,7dJ6OZ,35-44 years old,Female, At a cafe
4809,rl0zbN,25-34 years old,Male, At home
4810,rl0zbN,25-34 years old,Male, At the office
4811,rl0zbN,25-34 years old,Male, At a cafe
4812,8dJ7Bx,35-44 years old,Male, At home
4813,bl2bP2,25-34 years old,Male, At home
4814,bl2bP2,25-34 years old,Male, At a cafe
4815,WAev9L,35-44 years old,Prefer not to say, At home
4816,OAjWlM,35-44 years old,Male, At home
4817,421gB5,25-34 years old,Male, At home
4818,421gB5,25-34 years old,Male, At the office
4819,NA4epN,35-44 years old,Male, At home
4820,NA4epN,35-44 years old,Male, At a cafe
4821,jB0OZ1,>65 years old,Male, At home
4822,RzZ70j,35-44 years old,Male, At home
4823,dYZ5bD,35-44 years old,Female, At home
4824,LdERNp,45-54 years old,Male, At home
4825,vN0QGX,25-34 years old,Male, At home
4826,PA2VKd,25-34 years old,Male, At home
4827,PA2VKd,25-34 years old,Male, On the go
4828,PA2VKd,25-34 years old,Male, At a cafe
4829,VZ9k9a,35-44 years old,Male, At home
4830,VZ9k9a,35-44 years old,Male, At a cafe
4831,6d1XRP,25-34 years old,Male, At home
4832,6d1XRP,25-34 years old,Male, At the office
4833,6d1XRP,25-34 years old,Male, On the go
4834,ZdGpev,25-34 years old,Male, At home
4835,g5QRJ1,25-34 years old,Female, At home
4836,g5QRJ1,25-34 years old,Female, At a cafe
4837,0EbpD0,25-34 years old,Male, At home
4838,421ga5,25-34 years old,Male, At home
4839,421ga5,25-34 years old,Male, At the office
4840,0EbpkQ,25-34 years old,Male, At home
4841,0EbpkQ,25-34 years old,Male, At the office
4842,0EbpkQ,25-34 years old,Male, At a cafe
4843,EPB4JX,25-34 years old,Female, At home
4844,KMPqxg,18-24 years old,Male, At home
4845,VZ92pM,25-34 years old,Male, At home
4846,VZ92pM,25-34 years old,Male, At the office
4847,VZ92pM,25-34 years old,Male, On the go
4848,VZ92pM,25-34 years old,Male, At a cafe
4849,QAx6zA,25-34 years old,Non-binary, At home
4850,ZdGpJo,25-34 years old,Male, At home
4851,ZdGpJo,25-34 years old,Male, At a cafe
4852,24bMRg,25-34 years old,Male, At home
4853,EPB4Pr,25-34 years old,Male, At home
4854,EPB4Pr,25-34 years old,Male, At the office
4855,yl0Wkd,25-34 years old,Male, At home
4856,yl0Wkd,25-34 years old,Male, At a cafe
4857,dYZ5VV,25-34 years old,Male, At home
4858,dYZ5VV,25-34 years old,Male, At the office
4859,7dJ852,18-24 years old,Male, At home
4860,VZ9ky6,45-54 years old,Male, At home
4861,VZ9ky6,45-54 years old,Male, At the office
4862,0EbpWj,25-34 years old,Male, At home
4863,0EbpWj,25-34 years old,Male, At a cafe
4864,yl0W8X,18-24 years old,Male, At home
4865,yl0W8X,18-24 years old,Male, At the office
4866,yl0W8X,18-24 years old,Male, At a cafe
4867,PA2aJe,25-34 years old,Female, At home
4868,5dly0Z,35-44 years old,Female, At home
4869,VZ9kRv,18-24 years old,Female, None of these
4870,ZdGpqy,55-64 years old,Female, At home
4871,rl0zKv,25-34 years old,Female, At home
4872,24bM69,25-34 years old,Male, At home
4873,24bMXM,55-64 years old,Male, At home
4874,24bMXM,55-64 years old,Male, At the office
4875,24bMBM,55-64 years old,Male, At home
4876,24bMBM,55-64 years old,Male, On the go
4877,24bMKD,25-34 years old,Male, At home
4878,eBNdrx,35-44 years old,Non-binary, At a cafe
4879,5dlyld,35-44 years old,Male, At home
4880,5dlyld,35-44 years old,Male, At a cafe
4881,rl0XqM,45-54 years old,Male, At home
4882,Al6V2y,35-44 years old,Male, At home
4883,0EbpQP,35-44 years old,Male, At home
4884,ZdG06a,25-34 years old,Male, At home
4885,EPB2aL,25-34 years old,Male, At home
4886,EPB2aL,25-34 years old,Male, On the go
4887,EPB2aL,25-34 years old,Male, At a cafe
4888,bl2BVe,25-34 years old,Male, At the office
4889,XeRVlO,35-44 years old,Male, At the office
4890,RzZXGp,25-34 years old,Male, At home
4891,dYZLxV,35-44 years old,Male, At home
4892,dYZLxV,35-44 years old,Male, At a cafe
4893,NA4KXN,25-34 years old,Male, At home
4894,LdEAbJ,25-34 years old,Male, At home
4895,LdEAbJ,25-34 years old,Male, At the office
4896,jB0dQ1,25-34 years old,Male, At home
4897,24bqre,55-64 years old,Male, At home
4898,LdEAEv,25-34 years old,Male, At home
4899,EPBjLB,25-34 years old,Male, At home
4900,xd0kZv,35-44 years old,Non-binary, At home
4901,xd0kZv,35-44 years old,Non-binary, At a cafe
4902,421WvY,25-34 years old,Male, At home
4903,J2VaJR,55-64 years old,Male, At home
4904,xd0kly,25-34 years old,Female, At home
4905,xd0kly,25-34 years old,Female, At the office
4906,xd0kly,25-34 years old,Female, At a cafe
4907,aBjb9E,18-24 years old,Male, At home
4908,aBjb9E,18-24 years old,Male, At the office
4909,24bqRp,25-34 years old,Male, At the office
4910,24bqRp,25-34 years old,Male, At a cafe
4911,RzZXbd,35-44 years old,Male, At home
4912,dYZLJV,25-34 years old,Male, At home
4913,ZdG4ya,25-34 years old,Female, At home
4914,ZdG4ya,25-34 years old,Female, At the office
4915,ZdG4ya,25-34 years old,Female, On the go
4916,ZdG4ya,25-34 years old,Female, At a cafe
4917,RzZX9K,25-34 years old,Male, At the office
4918,24bqlL,55-64 years old,Male, At the office
4919,BGLOW1,25-34 years old,Prefer not to say, None of these
4920,421W6r,25-34 years old,Male, At home
4921,421W6r,25-34 years old,Male, At the office
4922,kY0D2o,25-34 years old,Male, At home
4923,qbYx9g,25-34 years old,Female, At home
4924,XeOlxj,25-34 years old,Male, At home
4925,pL0jMZ,25-34 years old,Male, At the office
4926,AlWPBB,18-24 years old,Male, At home
4927,AlWPBB,18-24 years old,Male, At the office
4928,blNVVL,25-34 years old,Male, At home
4929,blNVVL,25-34 years old,Male, At a cafe
4930,xd9xaJ,25-34 years old,Male, At home
4931,xd9xaJ,25-34 years old,Male, At the office
4932,5dEKdb,25-34 years old,Male, At home
4933,5dEKdb,25-34 years old,Male, At the office
4934,MA8KaY,35-44 years old,Male, At home
4935,WAeGGN,35-44 years old,Male, At home
4936,WAeGGN,35-44 years old,Male, At the office
4937,WAeGGN,35-44 years old,Male, On the go
4938,WAeGGN,35-44 years old,Male, At a cafe
4939,9d2GlK,18-24 years old,Male, At home
4940,9d2GlK,18-24 years old,Male, At the office
4941,9d2GlK,18-24 years old,Male, At a cafe
4942,24O8PA,18-24 years old,Male, At home
4943,jBGDW1,55-64 years old,Male, At home
4944,jBGDW1,55-64 years old,Male, At a cafe
4945,VZoE4y,25-34 years old,Male, At home
4946,XeRVRg,35-44 years old,Male, At a cafe
4947,yleZ08,35-44 years old,Female, At home
4948,VZoEby,25-34 years old,Male, At home
4949,VZoEby,25-34 years old,Male, At the office
4950,VZoEby,25-34 years old,Male, On the go
4951,VZoEby,25-34 years old,Male, At a cafe
4952,g5WjNP,25-34 years old,Male, At home
4953,Rz8KZK,35-44 years old,Male, At home
4954,Ld51Vj,25-34 years old,Male, At home
4955,Ld51Vj,25-34 years old,Male, At the office
4956,QA82OG,35-44 years old,Female, At home
4957,vNqjz0,25-34 years old,Male, At home
4958,vNqjz0,25-34 years old,Male, At the office
4959,J28KbJ,25-34 years old,Female, At home
4960,J28KbJ,25-34 years old,Female, At a cafe
4961,kYOaKo,25-34 years old,Female, At home
4962,kYOaKo,25-34 years old,Female, At the office
4963,kYOaKo,25-34 years old,Female, On the go
4964,blNVJE,25-34 years old,Male, At home
4965,blNVJE,25-34 years old,Male, At a cafe
4966,1rGP7O,18-24 years old,Male, At home
4967,1rGP7O,18-24 years old,Male, On the go
4968,OA81vM,35-44 years old,Male, At home
4969,OA81vM,35-44 years old,Male, At the office
4970,OA81vM,35-44 years old,Male, On the go
4971,OA81vM,35-44 years old,Male, At a cafe
4972,OA81RM,35-44 years old,Male, At home
4973,OA81RM,35-44 years old,Male, At a cafe
4974,YZVD76,35-44 years old,Male, At home
4975,YZVD76,35-44 years old,Male, At the office
4976,OA81MA,35-44 years old,Female, At home
4977,OA81MA,35-44 years old,Female, At the office
4978,PA8jVx,35-44 years old,Female, At home
4979,PA8jVx,35-44 years old,Female, On the go
4980,MA8K0E,18-24 years old,Female, At the office
4981,MA8K0E,18-24 years old,Female, At a cafe
4982,qbjZNG,25-34 years old,Male, At home
4983,42PXe5,25-34 years old,Male, At home
4984,42PXe5,25-34 years old,Male, On the go
4985,8djo9k,35-44 years old,Female, At home
4986,8djo9k,35-44 years old,Female, On the go
4987,8djo9k,35-44 years old,Female, At a cafe
4988,xd9x9d,18-24 years old,Female, At home
4989,xd9x9d,18-24 years old,Female, At the office
4990,xd9x9d,18-24 years old,Female, At a cafe
4991,zKWXVZ,25-34 years old,Male, At home
4992,OA8Dag,25-34 years old,Female, At home
4993,OA8Dag,25-34 years old,Female, On the go
4994,OA8Dag,25-34 years old,Female, At a cafe
4995,5dEBbE,25-34 years old,Male, At home
4996,5dEBbE,25-34 years old,Male, At the office
4997,42PXVo,18-24 years old,Male, At home
4998,eB9qre,35-44 years old,Male, At home
4999,eB9qre,35-44 years old,Male, At a cafe
5000,g5WD9l,35-44 years old,Male, At home
5001,g5WD9l,35-44 years old,Male, At the office
5002,Ld51Zj,18-24 years old,Male, At home
5003,42P41o,25-34 years old,Male, At home
5004,PA8dEQ,25-34 years old,Male, At home
5005,PA8dEQ,25-34 years old,Male, On the go
5006,VZoLb6,25-34 years old,Female, None of these
5007,aBZQA2,25-34 years old,Male, At home
5008,aBZQA2,25-34 years old,Male, At the office
5009,OA8Dka,25-34 years old,Male, At home
5010,g5WDkJ,25-34 years old,Female, At home
5011,g5WDkJ,25-34 years old,Female, At the office
5012,oAlb5N,25-34 years old,Male, At home
5013,oAlb5N,25-34 years old,Male, At the office
5014,8dj16r,25-34 years old,Female, At home
5015,8dj16r,25-34 years old,Female, At a cafe
5016,QA8KkY,35-44 years old,Female, At home
5017,QA8KkY,35-44 years old,Female, At a cafe
5018,rl2jYo,35-44 years old,Female, At home
5019,rl2jYo,35-44 years old,Female, At the office
5020,EP8kYr,35-44 years old,Male, At home
5021,ylePpg,18-24 years old,Male, At home
5022,ylePpg,18-24 years old,Male, At the office
5023,8dj1jk,35-44 years old,Male, At home
5024,8dj1jk,35-44 years old,Male, At the office
5025,8dj1jk,35-44 years old,Male, On the go
5026,6dr8pN,25-34 years old,Male, At home
5027,PA8dLV,25-34 years old,Male, At home
5028,PA8dLV,25-34 years old,Male, At the office
5029,PA8dLV,25-34 years old,Male, At a cafe
5030,DV04PZ,18-24 years old,Male, At the office
5031,DV04PZ,18-24 years old,Male, On the go
5032,9d2qaV,18-24 years old,Male, At home
5033,PA8jy5,35-44 years old,Female, At home
5034,PA8jy5,35-44 years old,Female, At the office
5035,PA8jy5,35-44 years old,Female, On the go
5036,XeOxkY,25-34 years old,Male, At home
5037,XeOxkY,25-34 years old,Male, At the office
5038,XeOxkY,25-34 years old,Male, At a cafe
5039,AlW7kW,25-34 years old,Non-binary, At home
5040,AlW7kW,25-34 years old,Non-binary, At the office
5041,AlW7kW,25-34 years old,Non-binary, On the go
5042,AlW7kW,25-34 years old,Non-binary, At a cafe
5043,g5WDB1,25-34 years old,Male, At home
5044,VZoLrE,25-34 years old,Female, At home
5045,QA8Kgl,25-34 years old,Male, At home
5046,QA8Kgl,25-34 years old,Male, At the office
5047,YZVjaW,25-34 years old,Male, At home
5048,24OEMb,25-34 years old,Male, At home
5049,Rz8GXv,25-34 years old,Female, On the go
5050,Rz8GXv,25-34 years old,Female, At a cafe
5051,vNqjL4,18-24 years old,Female, At home
5052,vNqjL4,18-24 years old,Female, At a cafe
5053,zKWxaE,55-64 years old,Male, At home
5054,aBZQ8y,55-64 years old,Female, At home
5055,NA8q7O,25-34 years old,Female, At home
5056,NA8q7O,25-34 years old,Female, On the go
5057,eB955Q,>65 years old,Male, At home
5058,eB955Q,>65 years old,Male, At the office
5059,dYQb6K,25-34 years old,Male, At the office
5060,aBZNLW,35-44 years old,Female, At home
5061,aBZNLW,35-44 years old,Female, At the office
5062,aBZNLW,35-44 years old,Female, On the go
5063,aBZNLW,35-44 years old,Female, At a cafe
5064,jBGe9E,25-34 years old,Male, At home
5065,jBGe9E,25-34 years old,Male, On the go
5066,rl2y5l,25-34 years old,Female, At home
5067,rl2y5l,25-34 years old,Female, On the go
5068,rl2y5l,25-34 years old,Female, At a cafe
5069,KM8plV,25-34 years old,Male, At home
5070,ZdP9R0,25-34 years old,Male, At home
5071,rl2DLl,55-64 years old,Female, At home
5072,rl2DLl,55-64 years old,Female, At a cafe
5073,aBZOZ9,35-44 years old,Male, At home
5074,aBZOZ9,35-44 years old,Male, At the office
5075,pL4eJZ,35-44 years old,Male, At home
5076,42Pazo,35-44 years old,Male, At the office
5077,9d2N4K,25-34 years old,Non-binary, At home
5078,9d2N4K,25-34 years old,Non-binary, At a cafe
5079,XeO52V,25-34 years old,Male, At home
5080,XeO52V,25-34 years old,Male, At a cafe
5081,EP8qA2,45-54 years old,Male, At home
5082,EP8zro,25-34 years old,Male, At home
5083,AlWPgo,35-44 years old,Female, At home
5084,AlWPgo,35-44 years old,Female, At the office
5085,AlWPgo,35-44 years old,Female, On the go
5086,AlWrjN,35-44 years old,Male, At home
5087,AlWrjN,35-44 years old,Male, At the office
5088,aBZOvy,25-34 years old,Non-binary, At home
5089,aBZOvy,25-34 years old,Non-binary, At a cafe
5090,xd9xzr,25-34 years old,Non-binary, At home
5091,VZopvE,35-44 years old,Male, At home
5092,eB9ZWo,35-44 years old,Male, None of these
5093,24Ojye,55-64 years old,Male, At home
5094,8djNDz,25-34 years old,Female, At home
5095,8djNDz,25-34 years old,Female, On the go
5096,eB95oJ,25-34 years old,Female, On the go
5097,Rz8Wyj,25-34 years old,Male, At home
5098,Rz8Wyj,25-34 years old,Male, At the office
5099,Rz8Wyj,25-34 years old,Male, At a cafe
5100,PA8RQB,35-44 years old,Male, At home
5101,blN5jL,18-24 years old,Male, At home
5102,blN5jL,18-24 years old,Male, At the office
5103,blN5jL,18-24 years old,Male, On the go
5104,blN5jL,18-24 years old,Male, At a cafe
5105,5dEXJ6,18-24 years old,Male, At home
5106,5dEXJ6,18-24 years old,Male, At a cafe
5107,xd9x8J,25-34 years old,Male, At home
5108,xd9x8J,25-34 years old,Male, On the go
5109,vNqX5D,35-44 years old,Male, At home
5110,vNqX5D,35-44 years old,Male, At a cafe
5111,XeO56Y,25-34 years old,Female, At home
