,medalist_name,medal,country_medal,date_of_birth,place_of_birth,lat,lon,sex_or_gender,event_name,event_part_of_sport
1682,Chris Guiliano,silver,United States of America,2003-06-25,Miami,25.78333333,-80.21666667,male,swimming men's 4 × 200 metre freestyle relay,swimming
1683,Maximillian Giuliani,bronze,Australia,2003-07-03,Traralgon,-38.1958,146.54,male,swimming men's 4 × 200 metre freestyle relay,swimming
1684,Flynn Southam,bronze,Australia,2005-06-05,Murdoch,-32.0698712,115.8375606,male,swimming men's 4 × 200 metre freestyle relay,swimming
1685,Elijah Winnington,bronze,Australia,2000-05-05,Gold Coast,-28.01666667,153.4,male,swimming men's 4 × 200 metre freestyle relay,swimming
1686,Thomas Neill,bronze,Australia,2002-06-09,Hong Kong,22.27833333,114.1586111,male,swimming men's 4 × 200 metre freestyle relay,swimming
1687,Kai James Taylor,bronze,Australia,2003-08-18,South Brisbane,-27.47665,153.0166694,male,swimming men's 4 × 200 metre freestyle relay,swimming
1688,Zac Incerti,bronze,Australia,1996-07-13,Broome,-17.96194444,122.2361111,male,swimming men's 4 × 200 metre freestyle relay,swimming
1689,Xu Jiayu,gold,People's Republic of China,1995-08-19,Wenzhou,27.999128,120.656075,male,swimming men's 4 × 100 metre medley relay,swimming
1690,Qin Haiyang,gold,People's Republic of China,1999-05-17,Zhuzhou,27.84071,113.14692,male,swimming men's 4 × 100 metre medley relay,swimming
1691,Sun Jiajun,gold,People's Republic of China,2000-08-01,Yichang,30.708333,111.280278,male,swimming men's 4 × 100 metre medley relay,swimming
1692,Pan Zhanle,gold,People's Republic of China,2004-08-04,Wenzhou,27.999128,120.656075,male,swimming men's 4 × 100 metre medley relay,swimming
1693,Ryan Murphy,silver,United States of America,1995-07-02,Jacksonville,30.31666667,-81.65,male,swimming men's 4 × 100 metre medley relay,swimming
1694,Nic Fink,silver,United States of America,1993-07-03,Houston,29.76277778,-95.38305556,male,swimming men's 4 × 100 metre medley relay,swimming
1695,Caeleb Dressel,silver,United States of America,1996-08-16,Orange Park,30.16861111,-81.70861111,male,swimming men's 4 × 100 metre medley relay,swimming
1696,Hunter Armstrong,silver,United States of America,2001-01-24,Dover,40.5267,-81.4778,male,swimming men's 4 × 100 metre medley relay,swimming
1697,Charlie Swanson,silver,United States of America,1998-02-20,Richmond,37.54083333,-77.43666667,male,swimming men's 4 × 100 metre medley relay,swimming
1698,Thomas Heilman,silver,United States of America,2007-02-07,Virginia,37.5,-79.0,male,swimming men's 4 × 100 metre medley relay,swimming
1699,Jack Alexy,silver,United States of America,2003-01-19,Morristown,40.7966,-74.4773,male,swimming men's 4 × 100 metre medley relay,swimming
1700,Yohann Ndoye-Brouard,bronze,France,2000-11-29,Chambéry,45.56638889,5.920833333,male,swimming men's 4 × 100 metre medley relay,swimming
1701,Léon Marchand,bronze,France,2002-05-17,Toulouse,43.60444444,1.443888889,male,swimming men's 4 × 100 metre medley relay,swimming
1702,Maxime Grousset,bronze,France,1999-04-24,Noumea,-22.26666667,166.45,male,swimming men's 4 × 100 metre medley relay,swimming
1703,Florent Manaudou,bronze,France,1990-11-12,Villeurbanne,45.76611111,4.879444444,male,swimming men's 4 × 100 metre medley relay,swimming
1704,Clément Secchi,bronze,France,2000-05-04,Aix-en-Provence,43.52777778,5.445555556,male,swimming men's 4 × 100 metre medley relay,swimming
1705,Kristóf Rasovszky,gold,Hungary,1997-03-27,Veszprém,47.1,17.91666667,male,swimming men's marathon 10 kilometre,swimming
1706,Oliver Klemet,silver,Germany,2002-03-18,Bad Homburg vor der Höhe,50.22923611,8.610486111,male,swimming men's marathon 10 kilometre,swimming
1707,Dávid Betlehem,bronze,Hungary,2003-09-04,Szombathely,47.23333333,16.63333333,male,swimming men's marathon 10 kilometre,swimming
1708,Sarah Sjöström,gold,Sweden,1993-08-17,Salem Municipality,59.23333333,17.68333333,female,swimming women's 50 metre freestyle,swimming
1709,Meg Harris,silver,Australia,2002-03-07,Albury,-36.07333333,146.9144444,female,swimming women's 50 metre freestyle,swimming
1710,Zhang Yufei,bronze,People's Republic of China,1998-04-19,Xuzhou,34.26104,117.18587,female,swimming women's 50 metre freestyle,swimming
1711,Sarah Sjöström,gold,Sweden,1993-08-17,Salem Municipality,59.23333333,17.68333333,female,Swimming Women's 100 metre freestyle,swimming
1712,Torri Huske,silver,United States of America,2002-12-07,Arlington County,38.88027778,-77.10833333,female,Swimming Women's 100 metre freestyle,swimming
1713,Siobhán Haughey,bronze,Hong Kong,1997-10-31,Hong Kong,22.27833333,114.1586111,female,Swimming Women's 100 metre freestyle,swimming
1714,Mollie O'Callaghan,gold,Australia,2004-04-02,Queensland,-20.0,143.0,female,Swimming Women's 200 metre freestyle,swimming
1715,Ariarne Titmus,silver,Australia,2000-09-07,Launceston,-41.44444444,147.1377778,female,Swimming Women's 200 metre freestyle,swimming
1716,Siobhán Haughey,bronze,Hong Kong,1997-10-31,Hong Kong,22.27833333,114.1586111,female,Swimming Women's 200 metre freestyle,swimming
1717,Ariarne Titmus,gold,Australia,2000-09-07,Launceston,-41.44444444,147.1377778,female,Swimming Women's 400 metre freestyle,swimming
1718,Summer McIntosh,silver,Canada,2006-08-18,Toronto,43.67027778,-79.38666667,female,Swimming Women's 400 metre freestyle,swimming
1719,Katie Ledecky,bronze,United States of America,1997-03-17,"Washington, D.C.",38.895,-77.03666667,female,Swimming Women's 400 metre freestyle,swimming
1720,Katie Ledecky,gold,United States of America,1997-03-17,"Washington, D.C.",38.895,-77.03666667,female,swimming women's 800 metre freestyle,swimming
1721,Ariarne Titmus,silver,Australia,2000-09-07,Launceston,-41.44444444,147.1377778,female,swimming women's 800 metre freestyle,swimming
1722,Paige Madden,bronze,United States of America,1998-10-22,Mobile,30.72766944,-88.05267222,female,swimming women's 800 metre freestyle,swimming
1723,Katie Ledecky,gold,United States of America,1997-03-17,"Washington, D.C.",38.895,-77.03666667,female,Swimming Women's 1500 metre freestyle,swimming
1724,Anastasiya Kirpichnikova,silver,France,2000-06-24,Asbest,57.0,61.46666667,female,Swimming Women's 1500 metre freestyle,swimming
1725,Isabel Marie Gose,bronze,Germany,2002-05-09,Berlin,52.51666667,13.38333333,female,Swimming Women's 1500 metre freestyle,swimming
1726,Kaylee McKeown,gold,Australia,2001-07-12,Redcliffe,-27.2258,153.1063,female,Swimming Women's 100 metre backstroke,swimming
1727,Regan Smith,silver,United States of America,2002-02-09,Lakeville,44.64972222,-93.2425,female,Swimming Women's 100 metre backstroke,swimming
1728,Katharine Berkoff,bronze,United States of America,2001-01-28,Missoula,46.8625,-114.0116667,female,Swimming Women's 100 metre backstroke,swimming
1729,Kaylee McKeown,gold,Australia,2001-07-12,Redcliffe,-27.2258,153.1063,female,swimming women's 200 metre backstroke,swimming
1730,Regan Smith,silver,United States of America,2002-02-09,Lakeville,44.64972222,-93.2425,female,swimming women's 200 metre backstroke,swimming
1731,Kylie Masse,bronze,Canada,1996-01-18,Windsor,42.31729,-83.03526,female,swimming women's 200 metre backstroke,swimming
1732,Tatjana Smith,gold,South Africa,1997-07-09,Johannesburg,-26.20436111,28.04163889,female,swimming women's 100 metre breaststroke,swimming
1733,Tang Qianting,silver,People's Republic of China,2004-03-14,Shanghai,31.16666667,121.4666667,female,swimming women's 100 metre breaststroke,swimming
1734,Mona McSharry,bronze,Republic of Ireland,2000-08-21,"Grange, County Sligo",54.4,-8.5167,female,swimming women's 100 metre breaststroke,swimming
1735,Kate Douglass,gold,United States of America,2001-11-17,New York City,40.7,-74.0,female,swimming women's 200 metre breaststroke,swimming
1736,Tatjana Smith,silver,South Africa,1997-07-09,Johannesburg,-26.20436111,28.04163889,female,swimming women's 200 metre breaststroke,swimming
1737,Tes Schouten,bronze,Netherlands,2000-12-31,Bodegraven,52.0808,4.7486,female,swimming women's 200 metre breaststroke,swimming
1738,Torri Huske,gold,United States of America,2002-12-07,Arlington County,38.88027778,-77.10833333,female,Swimming Women's 100 metre butterfly,swimming
1739,Gretchen Walsh,silver,United States of America,2003-01-29,Nashville,36.16222222,-86.77444444,female,Swimming Women's 100 metre butterfly,swimming
1740,Zhang Yufei,bronze,People's Republic of China,1998-04-19,Xuzhou,34.26104,117.18587,female,Swimming Women's 100 metre butterfly,swimming
1741,Summer McIntosh,gold,Canada,2006-08-18,Toronto,43.67027778,-79.38666667,female,swimming women's 200 metre butterfly,swimming
1742,Regan Smith,silver,United States of America,2002-02-09,Lakeville,44.64972222,-93.2425,female,swimming women's 200 metre butterfly,swimming
1743,Zhang Yufei,bronze,People's Republic of China,1998-04-19,Xuzhou,34.26104,117.18587,female,swimming women's 200 metre butterfly,swimming
1744,Summer McIntosh,gold,Canada,2006-08-18,Toronto,43.67027778,-79.38666667,female,swimming women's 200 metre individual medley,swimming
1745,Kate Douglass,silver,United States of America,2001-11-17,New York City,40.7,-74.0,female,swimming women's 200 metre individual medley,swimming
1746,Kaylee McKeown,bronze,Australia,2001-07-12,Redcliffe,-27.2258,153.1063,female,swimming women's 200 metre individual medley,swimming
1747,Summer McIntosh,gold,Canada,2006-08-18,Toronto,43.67027778,-79.38666667,female,Swimming Women's 400 metre individual medley,swimming
1748,Katie Grimes,silver,United States of America,2006-01-08,Las Vegas,36.16916667,-115.1447222,female,Swimming Women's 400 metre individual medley,swimming
1749,Emma Weyant,bronze,United States of America,2001-12-24,Sarasota,27.33722222,-82.53527778,female,Swimming Women's 400 metre individual medley,swimming
1750,Mollie O'Callaghan,gold,Australia,2004-04-02,Queensland,-20.0,143.0,female,swimming women's 4 × 100 metre freestyle relay,swimming
1751,Shayna Jack,gold,Australia,1998-11-06,Sunnybank,-27.579,153.059,female,swimming women's 4 × 100 metre freestyle relay,swimming
1752,Emma McKeon,gold,Australia,1994-05-24,Wollongong,-34.43305556,150.8830556,female,swimming women's 4 × 100 metre freestyle relay,swimming
1753,Meg Harris,gold,Australia,2002-03-07,Albury,-36.07333333,146.9144444,female,swimming women's 4 × 100 metre freestyle relay,swimming
1754,Olivia Wunsch,gold,Australia,2006-05-31,North Sydney,-33.83527778,151.2094444,female,swimming women's 4 × 100 metre freestyle relay,swimming
1755,Bronte Campbell,gold,Australia,1994-05-14,Blantyre,-15.78611111,35.00583333,female,swimming women's 4 × 100 metre freestyle relay,swimming
1756,Kate Douglass,silver,United States of America,2001-11-17,New York City,40.7,-74.0,female,swimming women's 4 × 100 metre freestyle relay,swimming
1757,Gretchen Walsh,silver,United States of America,2003-01-29,Nashville,36.16222222,-86.77444444,female,swimming women's 4 × 100 metre freestyle relay,swimming
1758,Torri Huske,silver,United States of America,2002-12-07,Arlington County,38.88027778,-77.10833333,female,swimming women's 4 × 100 metre freestyle relay,swimming
1759,Simone Manuel,silver,United States of America,1996-08-02,Houston,29.76277778,-95.38305556,female,swimming women's 4 × 100 metre freestyle relay,swimming
1760,Abbey Weitzeil,silver,United States of America,1996-12-03,Valencia,34.38944444,-118.5647222,female,swimming women's 4 × 100 metre freestyle relay,swimming
1761,Erika Connolly,silver,United States of America,1998-08-27,Modesto,37.66138889,-120.9944444,female,swimming women's 4 × 100 metre freestyle relay,swimming
1762,Yang Junxuan,bronze,People's Republic of China,2002-01-26,Zibo,36.783056,118.049722,female,swimming women's 4 × 100 metre freestyle relay,swimming
1763,Cheng Yujie,bronze,People's Republic of China,2005-09-22,Jingdezhen,29.294167,117.203611,female,swimming women's 4 × 100 metre freestyle relay,swimming
1764,Zhang Yufei,bronze,People's Republic of China,1998-04-19,Xuzhou,34.26104,117.18587,female,swimming women's 4 × 100 metre freestyle relay,swimming
1765,Wu Qingfeng,bronze,People's Republic of China,2003-01-28,Shaoxing,30.0,120.5833333,female,swimming women's 4 × 100 metre freestyle relay,swimming
1766,Yu Yiting,bronze,People's Republic of China,2005-09-05,Unknown,,,female,swimming women's 4 × 100 metre freestyle relay,swimming
1767,Mollie O'Callaghan,gold,Australia,2004-04-02,Queensland,-20.0,143.0,female,swimming women's 4 × 200 metre freestyle relay,swimming
1768,Lani Pallister,gold,Australia,2002-06-06,Sydney,-33.86777778,151.21,female,swimming women's 4 × 200 metre freestyle relay,swimming
1769,Brianna Throssell,gold,Australia,1996-02-10,Subiaco,-31.95,115.825,female,swimming women's 4 × 200 metre freestyle relay,swimming
1770,Ariarne Titmus,gold,Australia,2000-09-07,Launceston,-41.44444444,147.1377778,female,swimming women's 4 × 200 metre freestyle relay,swimming
1771,Jamie Perkins,gold,Australia,,Unknown,,,female,swimming women's 4 × 200 metre freestyle relay,swimming
1772,Shayna Jack,gold,Australia,1998-11-06,Sunnybank,-27.579,153.059,female,swimming women's 4 × 200 metre freestyle relay,swimming
1773,Claire Weinstein,silver,United States of America,2007-03-01,White Plains,41.04,-73.77861111,female,swimming women's 4 × 200 metre freestyle relay,swimming
1774,Paige Madden,silver,United States of America,1998-10-22,Mobile,30.72766944,-88.05267222,female,swimming women's 4 × 200 metre freestyle relay,swimming
1775,Katie Ledecky,silver,United States of America,1997-03-17,"Washington, D.C.",38.895,-77.03666667,female,swimming women's 4 × 200 metre freestyle relay,swimming
1776,Erin Gemmell,silver,United States of America,2004-12-02,Unknown,,,female,swimming women's 4 × 200 metre freestyle relay,swimming
1777,Anna Peplowski,silver,United States of America,2002-09-25,Germantown Hills,40.76806,-89.46806,female,swimming women's 4 × 200 metre freestyle relay,swimming
1778,Simone Manuel,silver,United States of America,1996-08-02,Houston,29.76277778,-95.38305556,female,swimming women's 4 × 200 metre freestyle relay,swimming
1779,Alex Shackell,silver,United States of America,2006-11-13,Mission Viejo,33.612778,-117.656111,female,swimming women's 4 × 200 metre freestyle relay,swimming
1780,Yang Junxuan,bronze,People's Republic of China,2002-01-26,Zibo,36.783056,118.049722,female,swimming women's 4 × 200 metre freestyle relay,swimming
1781,Li Bingjie,bronze,People's Republic of China,2002-03-03,Baoding,38.86712,115.48452,female,swimming women's 4 × 200 metre freestyle relay,swimming
1782,Ge Chutong,bronze,People's Republic of China,2003-09-23,Zhifu District,37.53694444,121.4013889,female,swimming women's 4 × 200 metre freestyle relay,swimming
1783,Liu Yaxin,bronze,People's Republic of China,1999-06-16,Lishui,28.45,119.9166667,female,swimming women's 4 × 200 metre freestyle relay,swimming
1784,Tang Muhan,bronze,People's Republic of China,2003-09-04,Changchun,43.9,125.2,female,swimming women's 4 × 200 metre freestyle relay,swimming
1785,Kong Yaqi,bronze,People's Republic of China,,Unknown,,,female,swimming women's 4 × 200 metre freestyle relay,swimming
1786,Regan Smith,gold,United States of America,2002-02-09,Lakeville,44.64972222,-93.2425,female,swimming women's 4 × 100 metre medley relay,swimming
1787,Lilly King,gold,United States of America,1997-02-10,Evansville,37.97472222,-87.55583333,female,swimming women's 4 × 100 metre medley relay,swimming
1788,Gretchen Walsh,gold,United States of America,2003-01-29,Nashville,36.16222222,-86.77444444,female,swimming women's 4 × 100 metre medley relay,swimming
1789,Torri Huske,gold,United States of America,2002-12-07,Arlington County,38.88027778,-77.10833333,female,swimming women's 4 × 100 metre medley relay,swimming
1790,Katharine Berkoff,gold,United States of America,2001-01-28,Missoula,46.8625,-114.0116667,female,swimming women's 4 × 100 metre medley relay,swimming
1791,Emma Weber,gold,United States of America,2004-01-13,Denver,39.73916667,-104.9847222,female,swimming women's 4 × 100 metre medley relay,swimming
1792,Alex Shackell,gold,United States of America,2006-11-13,Mission Viejo,33.612778,-117.656111,female,swimming women's 4 × 100 metre medley relay,swimming
1793,Kate Douglass,gold,United States of America,2001-11-17,New York City,40.7,-74.0,female,swimming women's 4 × 100 metre medley relay,swimming
1794,Kaylee McKeown,silver,Australia,2001-07-12,Redcliffe,-27.2258,153.1063,female,swimming women's 4 × 100 metre medley relay,swimming
1795,Jenna Strauch,silver,Australia,1997-03-24,Bendigo,-36.75,144.2666667,female,swimming women's 4 × 100 metre medley relay,swimming
1796,Emma McKeon,silver,Australia,1994-05-24,Wollongong,-34.43305556,150.8830556,female,swimming women's 4 × 100 metre medley relay,swimming
1797,Mollie O'Callaghan,silver,Australia,2004-04-02,Queensland,-20.0,143.0,female,swimming women's 4 × 100 metre medley relay,swimming
1798,Iona Anderson,silver,Australia,2005-10-03,Duncraig,-31.833,115.777,female,swimming women's 4 × 100 metre medley relay,swimming
1799,Ella Ramsay,silver,Australia,2004-07-12,Ipswich,-27.61666667,152.7666667,female,swimming women's 4 × 100 metre medley relay,swimming
1800,Alexandria Perkins,silver,Australia,2000-07-27,Southport,-27.96666667,153.4,female,swimming women's 4 × 100 metre medley relay,swimming
1801,Meg Harris,silver,Australia,2002-03-07,Albury,-36.07333333,146.9144444,female,swimming women's 4 × 100 metre medley relay,swimming
1802,Wan Letian,bronze,People's Republic of China,2004-01-01,Unknown,,,female,swimming women's 4 × 100 metre medley relay,swimming
1803,Tang Qianting,bronze,People's Republic of China,2004-03-14,Shanghai,31.16666667,121.4666667,female,swimming women's 4 × 100 metre medley relay,swimming
1804,Zhang Yufei,bronze,People's Republic of China,1998-04-19,Xuzhou,34.26104,117.18587,female,swimming women's 4 × 100 metre medley relay,swimming
1805,Yang Junxuan,bronze,People's Republic of China,2002-01-26,Zibo,36.783056,118.049722,female,swimming women's 4 × 100 metre medley relay,swimming
1806,Wang Xueer,bronze,People's Republic of China,1998-01-15,Anqing,30.5,117.0333333,female,swimming women's 4 × 100 metre medley relay,swimming
1807,Yu Yiting,bronze,People's Republic of China,2005-09-05,Unknown,,,female,swimming women's 4 × 100 metre medley relay,swimming
1808,Wu Qingfeng,bronze,People's Republic of China,2003-01-28,Shaoxing,30.0,120.5833333,female,swimming women's 4 × 100 metre medley relay,swimming
1809,Sharon van Rouwendaal,gold,Netherlands,1993-09-09,Baarn,52.2125,5.2861,female,swimming women's marathon 10 kilometre,swimming
1810,Ginevra Taddeucci,bronze,Italy,1997-05-03,Florence,43.77138889,11.25416667,female,swimming women's marathon 10 kilometre,swimming
1811,Ryan Murphy,gold,United States of America,1995-07-02,Jacksonville,30.31666667,-81.65,male,swimming mixed 4 × 100 metre medley relay,swimming
1812,Nic Fink,gold,United States of America,1993-07-03,Houston,29.76277778,-95.38305556,male,swimming mixed 4 × 100 metre medley relay,swimming
1813,Gretchen Walsh,gold,United States of America,2003-01-29,Nashville,36.16222222,-86.77444444,female,swimming mixed 4 × 100 metre medley relay,swimming
1814,Torri Huske,gold,United States of America,2002-12-07,Arlington County,38.88027778,-77.10833333,female,swimming mixed 4 × 100 metre medley relay,swimming
1815,Regan Smith,gold,United States of America,2002-02-09,Lakeville,44.64972222,-93.2425,female,swimming mixed 4 × 100 metre medley relay,swimming
1816,Charlie Swanson,gold,United States of America,1998-02-20,Richmond,37.54083333,-77.43666667,male,swimming mixed 4 × 100 metre medley relay,swimming
1817,Caeleb Dressel,gold,United States of America,1996-08-16,Orange Park,30.16861111,-81.70861111,male,swimming mixed 4 × 100 metre medley relay,swimming
1818,Abbey Weitzeil,gold,United States of America,1996-12-03,Valencia,34.38944444,-118.5647222,female,swimming mixed 4 × 100 metre medley relay,swimming
1819,Xu Jiayu,silver,People's Republic of China,1995-08-19,Wenzhou,27.999128,120.656075,male,swimming mixed 4 × 100 metre medley relay,swimming
1820,Qin Haiyang,silver,People's Republic of China,1999-05-17,Zhuzhou,27.84071,113.14692,male,swimming mixed 4 × 100 metre medley relay,swimming
1821,Zhang Yufei,silver,People's Republic of China,1998-04-19,Xuzhou,34.26104,117.18587,female,swimming mixed 4 × 100 metre medley relay,swimming
1822,Yang Junxuan,silver,People's Republic of China,2002-01-26,Zibo,36.783056,118.049722,female,swimming mixed 4 × 100 metre medley relay,swimming
1823,Tang Qianting,silver,People's Republic of China,2004-03-14,Shanghai,31.16666667,121.4666667,female,swimming mixed 4 × 100 metre medley relay,swimming
1824,Pan Zhanle,silver,People's Republic of China,2004-08-04,Wenzhou,27.999128,120.656075,male,swimming mixed 4 × 100 metre medley relay,swimming
1825,Kaylee McKeown,bronze,Australia,2001-07-12,Redcliffe,-27.2258,153.1063,female,swimming mixed 4 × 100 metre medley relay,swimming
1826,Joshua Yong,bronze,Australia,2001-07-24,Bandar Seri Begawan,4.916666667,114.9166667,male,swimming mixed 4 × 100 metre medley relay,swimming
1827,Matthew Temple,bronze,Australia,1999-06-20,Victoria,-36.85416667,144.2811111,male,swimming mixed 4 × 100 metre medley relay,swimming
1828,Mollie O'Callaghan,bronze,Australia,2004-04-02,Queensland,-20.0,143.0,female,swimming mixed 4 × 100 metre medley relay,swimming
1829,Iona Anderson,bronze,Australia,2005-10-03,Duncraig,-31.833,115.777,female,swimming mixed 4 × 100 metre medley relay,swimming
1830,Zac Stubblety-Cook,bronze,Australia,1999-01-04,Brisbane,-27.46777778,153.0277778,male,swimming mixed 4 × 100 metre medley relay,swimming
1831,Emma McKeon,bronze,Australia,1994-05-24,Wollongong,-34.43305556,150.8830556,female,swimming mixed 4 × 100 metre medley relay,swimming
1832,Kyle Chalmers,bronze,Australia,1998-06-25,Port Lincoln,-34.73222222,135.8608333,male,swimming mixed 4 × 100 metre medley relay,swimming
1833,Fan Zhendong,gold,People's Republic of China,1997-01-22,Guangzhou,23.13,113.26,male,table tennis men's singles,table tennis
1834,Truls Möregårdh,silver,Sweden,2002-02-16,Växjö Municipality,56.88333333,14.8,male,table tennis men's singles,table tennis
1835,Félix Lebrun,bronze,France,2006-09-12,Montpellier,43.61091944,3.877230556,male,table tennis men's singles,table tennis
1836,Fan Zhendong,gold,People's Republic of China,1997-01-22,Guangzhou,23.13,113.26,male,table tennis men's team,table tennis
1837,Ma Long,gold,People's Republic of China,1988-10-20,Anshan,41.10662,122.98945,male,table tennis men's team,table tennis
1838,Wang Chuqin,gold,People's Republic of China,2000-05-11,Jilin City,43.8461,126.56157,male,table tennis men's team,table tennis
1839,Anton Källberg,silver,Sweden,1997-08-17,Sollentuna parish,59.466667,17.918333,male,table tennis men's team,table tennis
1840,Kristian Karlsson,silver,Sweden,1991-08-06,Trollhättan,58.28277778,12.28916667,male,table tennis men's team,table tennis
1841,Truls Möregårdh,silver,Sweden,2002-02-16,Växjö Municipality,56.88333333,14.8,male,table tennis men's team,table tennis
1842,Simon Gauzy,bronze,France,1994-10-25,Toulouse,43.60444444,1.443888889,male,table tennis men's team,table tennis
1843,Alexis Lebrun,bronze,France,2003-08-27,Montpellier,43.61091944,3.877230556,male,table tennis men's team,table tennis
1844,Félix Lebrun,bronze,France,2006-09-12,Montpellier,43.61091944,3.877230556,male,table tennis men's team,table tennis
1845,Chen Meng,gold,People's Republic of China,1994-01-15,Qingdao,36.11666667,120.4,female,table tennis women's singles,table tennis
1846,Sun Yingsha,silver,People's Republic of China,2000-11-04,Shijiazhuang,38.0425,114.51,female,table tennis women's singles,table tennis
1847,Hina Hayata,bronze,Japan,2000-07-07,Kitakyushu,33.88341667,130.8751944,female,table tennis women's singles,table tennis
1848,Sun Yingsha,gold,People's Republic of China,2000-11-04,Shijiazhuang,38.0425,114.51,female,table tennis women's team,table tennis
1849,Wang Manyu,gold,People's Republic of China,1999-02-09,Qiqihar,47.33981,123.95124,female,table tennis women's team,table tennis
1850,Chen Meng,gold,People's Republic of China,1994-01-15,Qingdao,36.11666667,120.4,female,table tennis women's team,table tennis
1851,Hina Hayata,silver,Japan,2000-07-07,Kitakyushu,33.88341667,130.8751944,female,table tennis women's team,table tennis
1852,Miwa Harimoto,silver,Japan,2008-01-01,Sendai,38.26822222,140.8694167,female,table tennis women's team,table tennis
1853,Miu Hirano,silver,Japan,2000-04-14,Numazu,35.09558333,138.8634444,female,table tennis women's team,table tennis
1854,Shin Yu-bin,bronze,South Korea,2004-07-05,Suwon,37.28583333,127.01,female,table tennis women's team,table tennis
1855,Jeon Jihee,bronze,South Korea,1992-10-28,Langfang,39.51962,116.70056,female,table tennis women's team,table tennis
1856,Wang Chuqin,gold,People's Republic of China,2000-05-11,Jilin City,43.8461,126.56157,male,Table tennis Mixed doubles,table tennis
1857,Sun Yingsha,gold,People's Republic of China,2000-11-04,Shijiazhuang,38.0425,114.51,female,Table tennis Mixed doubles,table tennis
1858,Ri Jong-sik,silver,North Korea,2000-02-14,Pyongyang,39.01666667,125.7475,male,Table tennis Mixed doubles,table tennis
1859,Kim Kum-yong,silver,North Korea,2001-08-17,Pyongyang,39.01666667,125.7475,female,Table tennis Mixed doubles,table tennis
1860,Lim Jong-hoon,bronze,South Korea,1997-01-21,Busan,35.18,129.075,male,Table tennis Mixed doubles,table tennis
1861,Shin Yu-bin,bronze,South Korea,2004-07-05,Suwon,37.28583333,127.01,female,Table tennis Mixed doubles,table tennis
1862,Park Tae-joon,gold,South Korea,2004-06-06,Ulsan,35.55,129.3166667,male,taekwondo men's 58 kg,taekwondo
1863,Gashim Magomedov,silver,Azerbaijan,1999-09-22,Teletl,42.42777,46.737996,male,taekwondo men's 58 kg,taekwondo
1864,Cyrian Ravet,bronze,France,2002-09-05,Décines-Charpieu,45.76861111,4.958888889,male,taekwondo men's 58 kg,taekwondo
1865,Mohamed Khalil Jendoubi,bronze,Tunisia,2002-06-01,Tebourba,36.829485,9.841089,male,taekwondo men's 58 kg,taekwondo
1866,Ulugbek Rashitov,gold,Uzbekistan,2002-03-23,Tashkent,41.31111111,69.27972222,male,taekwondo men's 68 kg,taekwondo
1867,Liang Yushuai,bronze,People's Republic of China,2000-09-10,Unknown,,,male,taekwondo men's 68 kg,taekwondo
1868,Edival Marques,bronze,Brazil,,Unknown,,,male,taekwondo men's 68 kg,taekwondo
1869,Firas Katoussi,gold,Tunisia,1995-09-06,Unknown,,,male,taekwondo men's 80 kg,taekwondo
1870,Mehran Barkhordari,silver,Iran,2000-07-26,Qazvin,36.28543667,50.0041,male,taekwondo men's 80 kg,taekwondo
1871,Simone Alessio,bronze,Italy,2000-04-14,Livorno,43.55,10.31666667,male,taekwondo men's 80 kg,taekwondo
1872,Edi Hrnic,bronze,Denmark,2003-12-26,Brøndby Municipality,55.65472222,12.41638889,male,taekwondo men's 80 kg,taekwondo
1873,Arian Salimi,gold,Iran,2003-12-16,Kermanshah,34.31666667,47.06861111,male,taekwondo men's +80 kg,taekwondo
1874,Caden Cunningham,silver,United Kingdom,2003-05-07,Huddersfield,53.645,-1.779722222,male,taekwondo men's +80 kg,taekwondo
1875,Rafael Castillo,bronze,Cuba,1993-08-12,Santiago de Cuba,20.02166667,-75.82944444,male,taekwondo men's +80 kg,taekwondo
1876,Cheick Sallah Cissé,bronze,Ivory Coast,1993-09-19,Bouaké,7.68333,-5.03306,male,taekwondo men's +80 kg,taekwondo
1877,Panipak Wongpattanakit,gold,Thailand,1997-08-08,Surat Thani,9.139722222,99.33055556,female,taekwondo women's 49 kg,taekwondo
1878,Guo Qing,silver,People's Republic of China,2000-05-16,Unknown,,,female,taekwondo women's 49 kg,taekwondo
1879,Mobina Nematzadeh,bronze,Iran,2005-05-17,Tehran,35.7,51.41666667,female,taekwondo women's 49 kg,taekwondo
1880,Lena Stojković,bronze,Croatia,2002-01-03,Split,43.51,16.44,female,taekwondo women's 49 kg,taekwondo
1881,Kim Yu-jin,gold,South Korea,2000-10-17,Danyang County,36.985,128.3627778,female,taekwondo women's 57 kg,taekwondo
1882,Nahid Kiani,silver,Iran,1998-08-01,Isfahan,32.6525,51.67472222,female,taekwondo women's 57 kg,taekwondo
1883,Skylar Park,bronze,Canada,1999-06-06,Winnipeg,49.89555556,-97.13861111,female,taekwondo women's 57 kg,taekwondo
1884,Kimia Alizadeh,bronze,Bulgaria,1998-07-10,Karaj,35.83277778,50.99166667,female,taekwondo women's 57 kg,taekwondo
1885,Viviana Márton,gold,Hungary,2006-02-16,Tenerife,28.26861111,-16.60555556,female,taekwondo women's 67 kg,taekwondo
1886,Aleksandra Perišić,silver,Serbia,2002-07-02,Belgrade,44.81777778,20.45694444,female,taekwondo women's 67 kg,taekwondo
