,id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
7700,5980,User5980,,,Desktop,Side,,,1
7701,5212,User5212,,,Desktop,,,,0
7702,3330,User3330,49.0,Male,Desktop,,News,Afternoon,1
7703,3561,User3561,37.0,,Desktop,Side,Social Media,Evening,1
7704,1225,User1225,27.0,,Tablet,,Entertainment,Evening,1
7705,3449,User3449,,Female,Tablet,Top,,,0
7706,8948,User8948,25.0,,Mobile,Bottom,,Evening,1
7707,5647,User5647,46.0,,Tablet,,,,1
7708,6906,User6906,,Non-Binary,Mobile,,,Morning,1
7709,234,User234,19.0,Female,Tablet,Bottom,Social Media,Morning,1
7710,7376,User7376,,,Mobile,Side,News,Morning,1
7711,9795,User9795,55.0,,Tablet,Side,,Afternoon,0
7712,1650,User1650,29.0,,Desktop,Bottom,,,1
7713,2047,User2047,64.0,,Tablet,,,Evening,0
7714,4865,User4865,,Female,Tablet,Top,Shopping,Night,0
7715,9967,User9967,,,Mobile,Side,Education,,1
7716,2044,User2044,31.0,,Mobile,Top,News,Evening,1
7717,3037,User3037,36.0,Male,Mobile,Side,Shopping,Morning,1
7718,6669,User6669,38.0,,Mobile,Side,News,,1
7719,9611,User9611,,Male,Desktop,Side,Entertainment,Afternoon,1
7720,3746,User3746,,Male,Desktop,Top,,Morning,1
7721,7224,User7224,29.0,,Mobile,Bottom,Social Media,Night,0
7722,5531,User5531,34.0,,Desktop,,News,Night,1
7723,3323,User3323,48.0,Female,Tablet,Side,,,1
7724,6066,User6066,,,Desktop,Side,News,Evening,1
7725,2563,User2563,33.0,,Tablet,Bottom,,Afternoon,0
7726,3644,User3644,,Female,,Side,Entertainment,Evening,1
7727,9975,User9975,37.0,Male,Mobile,,,Morning,0
7728,2336,User2336,32.0,,Tablet,,,Morning,1
7729,8147,User8147,32.0,Female,Desktop,Top,,Night,1
7730,7281,User7281,,,Desktop,Side,,,0
7731,7962,User7962,58.0,,Tablet,Top,,Afternoon,1
7732,9431,User9431,,Male,,,,Afternoon,1
7733,5194,User5194,53.0,Male,Mobile,Top,News,Afternoon,1
7734,1233,User1233,57.0,,,Top,Social Media,,0
7735,9266,User9266,38.0,,Mobile,Bottom,Education,,1
7736,5085,User5085,,,Tablet,Top,News,,1
7737,5806,User5806,,,Desktop,Side,Social Media,Night,0
7738,2289,User2289,,Female,Desktop,Bottom,Shopping,Morning,1
7739,3345,User3345,39.0,Male,Desktop,Side,Social Media,Night,1
7740,1305,User1305,,,,Top,,Night,1
7741,8966,User8966,,Non-Binary,Mobile,Bottom,,Night,0
7742,2722,User2722,39.0,,Desktop,Top,,Evening,1
7743,3574,User3574,,Female,Tablet,,Entertainment,Evening,1
7744,2934,User2934,,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
7745,7700,User7700,45.0,Male,Tablet,Bottom,Education,,0
7746,58,User58,,Female,Mobile,Top,Shopping,Morning,1
7747,375,User375,26.0,Non-Binary,Mobile,Top,Social Media,Evening,1
7748,7218,User7218,59.0,Non-Binary,Mobile,Top,,Night,0
7749,1524,User1524,24.0,Male,Mobile,Bottom,,Night,1
7750,1136,User1136,58.0,,Mobile,Side,,,1
7751,5512,User5512,45.0,Non-Binary,Desktop,Side,,Evening,0
7752,2428,User2428,33.0,,Tablet,Side,,Morning,1
7753,1908,User1908,26.0,Male,Mobile,,Education,Evening,1
7754,7289,User7289,18.0,,Tablet,Top,Shopping,,0
7755,9736,User9736,,,Desktop,Bottom,Education,Evening,1
7756,7466,User7466,47.0,,Mobile,Bottom,Shopping,,1
7757,4621,User4621,20.0,,Desktop,Top,,Afternoon,1
7758,2142,User2142,34.0,Non-Binary,Desktop,Top,Shopping,Afternoon,1
7759,5172,User5172,,,Desktop,,,Night,0
7760,7766,User7766,,,Mobile,Top,Entertainment,Afternoon,1
7761,3216,User3216,54.0,Non-Binary,,Side,Education,Morning,0
7762,3556,User3556,,Female,Tablet,Bottom,,Night,0
7763,5479,User5479,,,,Side,Entertainment,Afternoon,0
7764,1136,User1136,58.0,,Mobile,Side,,Morning,1
7765,4266,User4266,28.0,,Desktop,Side,News,,1
7766,5566,User5566,,Non-Binary,,Bottom,Social Media,Morning,1
7767,3325,User3325,,,Mobile,Bottom,Education,,1
7768,8937,User8937,,Male,,Side,,Afternoon,1
7769,3037,User3037,36.0,Male,Mobile,Side,Shopping,Morning,1
7770,6411,User6411,,,Desktop,,Entertainment,,0
7771,8855,User8855,,Non-Binary,Tablet,Side,,Morning,0
7772,2428,User2428,33.0,,Tablet,,,Morning,1
7773,6996,User6996,,Non-Binary,Mobile,Top,News,,0
7774,1351,User1351,,Male,Mobile,,,Evening,0
7775,1456,User1456,46.0,Female,Desktop,,,Afternoon,0
7776,5329,User5329,54.0,,Tablet,Side,Education,Evening,1
7777,482,User482,39.0,Female,Desktop,Bottom,Shopping,,0
7778,2867,User2867,59.0,Female,Tablet,Top,,,0
7779,7534,User7534,24.0,,,Side,Social Media,,0
7780,9064,User9064,41.0,Female,Mobile,Top,Entertainment,Night,1
7781,7014,User7014,,Non-Binary,,Side,Education,Morning,0
7782,4049,User4049,57.0,,Desktop,Top,,Night,1
7783,9086,User9086,,Non-Binary,Tablet,,Social Media,Afternoon,0
7784,1629,User1629,24.0,,Mobile,Bottom,News,Night,0
7785,5100,User5100,42.0,,Mobile,Side,Shopping,Morning,1
7786,5627,User5627,22.0,Male,Mobile,Bottom,Social Media,Morning,0
7787,7828,User7828,29.0,,Tablet,Bottom,,Morning,1
7788,1533,User1533,37.0,Male,Mobile,Top,,Afternoon,0
7789,3312,User3312,35.0,Male,Mobile,Bottom,,Evening,0
7790,8070,User8070,34.0,,Mobile,Side,,Afternoon,0
7791,4534,User4534,51.0,,Desktop,,,Night,0
7792,5005,User5005,49.0,Male,Desktop,Top,,Morning,1
7793,2542,User2542,58.0,Non-Binary,Mobile,Side,Entertainment,Evening,1
7794,9766,User9766,31.0,,Desktop,,Shopping,Evening,1
7795,3393,User3393,,Male,Tablet,Top,Entertainment,Morning,1
7796,2124,User2124,,Male,Desktop,Top,,Evening,1
7797,1422,User1422,59.0,Female,Mobile,Side,Social Media,Night,0
7798,8097,User8097,,Non-Binary,Tablet,Side,Social Media,Evening,1
7799,6849,User6849,39.0,,Mobile,Top,Entertainment,Night,1
7800,1704,User1704,61.0,,Tablet,Bottom,Shopping,,1
7801,6495,User6495,,Non-Binary,Tablet,Bottom,Education,Afternoon,1
7802,5909,User5909,45.0,,Tablet,,,,1
7803,393,User393,40.0,,,Bottom,Shopping,Morning,1
7804,2555,User2555,,Non-Binary,Tablet,Bottom,,,1
7805,4871,User4871,58.0,Female,,Side,,Night,1
7806,6724,User6724,,,Desktop,Top,Entertainment,Evening,1
7807,6708,User6708,,,Desktop,Top,,Night,1
7808,8305,User8305,62.0,,,Side,,Afternoon,0
7809,7714,User7714,55.0,Male,Mobile,,,,0
7810,2124,User2124,,Male,,Top,,Evening,1
7811,4266,User4266,28.0,,Desktop,,News,,1
7812,184,User184,28.0,,,Top,,Evening,0
7813,6602,User6602,,,Desktop,Side,,Night,1
7814,3102,User3102,,Non-Binary,,,,,0
7815,5194,User5194,53.0,,Mobile,Top,News,Afternoon,1
7816,7527,User7527,39.0,Female,Desktop,Top,Social Media,,0
7817,3634,User3634,,Male,Mobile,,Education,Night,0
7818,7286,User7286,25.0,,,Top,News,,0
7819,7878,User7878,60.0,,,Side,,Afternoon,1
7820,1273,User1273,27.0,Non-Binary,,Bottom,,Morning,1
7821,6258,User6258,,,,,,,1
7822,2032,User2032,36.0,,Desktop,,Education,,1
7823,4889,User4889,45.0,,Tablet,Bottom,News,,1
7824,4529,User4529,55.0,Female,Tablet,Side,News,Afternoon,0
7825,5416,User5416,28.0,,Tablet,Bottom,,Afternoon,0
7826,4389,User4389,,Male,,Side,Education,Morning,0
7827,3832,User3832,44.0,,Desktop,Bottom,Social Media,Night,0
7828,3266,User3266,,,Tablet,,,Afternoon,1
7829,9832,User9832,,,,Bottom,Education,,0
7830,3998,User3998,25.0,Female,Mobile,Top,,,0
7831,9766,User9766,31.0,,Desktop,Bottom,Shopping,Evening,1
7832,3044,User3044,34.0,Male,Desktop,Top,,,1
7833,7266,User7266,,,,Bottom,,,1
7834,119,User119,59.0,,Tablet,Top,,,1
7835,2727,User2727,34.0,,Mobile,Bottom,,Afternoon,1
7836,2156,User2156,46.0,Female,,Side,,Afternoon,1
7837,6449,User6449,42.0,,Desktop,Top,Shopping,Night,1
7838,6811,User6811,24.0,Male,Mobile,,Education,Evening,1
7839,7422,User7422,20.0,Female,,Top,,,1
7840,6589,User6589,,Female,Tablet,Bottom,,Morning,0
7841,670,User670,22.0,,Desktop,Top,Shopping,,1
7842,1503,User1503,19.0,Female,Tablet,Side,,Afternoon,1
7843,1598,User1598,,,Desktop,Bottom,,Afternoon,0
7844,5665,User5665,63.0,,,Bottom,Shopping,Morning,0
7845,5336,User5336,,Non-Binary,,Side,News,Evening,0
7846,5756,User5756,,Non-Binary,Tablet,Top,Shopping,Afternoon,1
7847,7485,User7485,35.0,Female,Tablet,,,Evening,0
7848,6287,User6287,40.0,Female,Tablet,Bottom,,,1
7849,813,User813,,,Tablet,Top,Education,,1
7850,8862,User8862,,,,Side,,,1
7851,2615,User2615,36.0,,,Side,,Evening,0
7852,8469,User8469,,,,Bottom,Education,,0
7853,393,User393,,,Desktop,,Shopping,Morning,1
7854,6129,User6129,,Male,Tablet,Bottom,Shopping,,1
7855,2587,User2587,53.0,,Mobile,Bottom,,Morning,0
7856,4254,User4254,,Male,,Bottom,,,1
7857,5324,User5324,,Non-Binary,Mobile,Top,Social Media,,1
7858,2169,User2169,,Non-Binary,,Top,,Afternoon,0
7859,5252,User5252,,,Mobile,Bottom,,Night,0
7860,8639,User8639,,,Tablet,Side,Education,Morning,0
7861,8253,User8253,57.0,Non-Binary,Desktop,Bottom,Entertainment,,1
7862,5193,User5193,,Female,Desktop,Side,,Afternoon,1
7863,3323,User3323,48.0,Female,Tablet,,,Afternoon,1
7864,3978,User3978,,,Tablet,Top,Social Media,Night,0
7865,7138,User7138,26.0,Male,Tablet,,Social Media,Night,1
7866,8278,User8278,,,Mobile,Top,,Morning,1
7867,3338,User3338,18.0,,,Side,Shopping,Night,0
7868,4734,User4734,63.0,,Mobile,Bottom,Social Media,,0
7869,3492,User3492,,Male,Desktop,Side,Entertainment,Evening,0
7870,1890,User1890,42.0,Non-Binary,Mobile,Top,Entertainment,,0
7871,872,User872,51.0,,Mobile,Side,,,0
7872,6129,User6129,36.0,Male,Tablet,Bottom,Shopping,Evening,1
7873,1927,User1927,,,Tablet,Bottom,,Evening,0
7874,8464,User8464,27.0,Male,,Bottom,Education,Morning,0
7875,7558,User7558,,,Mobile,,Social Media,,1
7876,1136,User1136,58.0,,,Side,,Morning,1
7877,6854,User6854,32.0,Male,Mobile,Bottom,,Night,1
7878,226,User226,46.0,,Desktop,Top,,Morning,1
7879,4462,User4462,,,Tablet,Bottom,,Afternoon,1
7880,1020,User1020,,,,Side,Education,,1
7881,7466,User7466,,,Mobile,Bottom,,Afternoon,1
7882,9418,User9418,20.0,Male,Tablet,Side,News,Night,1
7883,5419,User5419,,Male,,Top,,,1
7884,1287,User1287,33.0,,Tablet,Top,,Evening,0
7885,6146,User6146,,,Tablet,Bottom,Social Media,Afternoon,0
7886,1141,User1141,37.0,Male,Desktop,Bottom,,Afternoon,1
7887,5648,User5648,39.0,Male,Desktop,Top,Social Media,Night,0
7888,1741,User1741,45.0,,Mobile,Bottom,,Night,1
7889,6854,User6854,32.0,Male,,Bottom,,Night,1
7890,2142,User2142,34.0,Non-Binary,Desktop,Top,Shopping,Afternoon,1
7891,1273,User1273,,Non-Binary,Mobile,,,Morning,1
7892,6543,User6543,,,Desktop,Side,News,Night,0
7893,3217,User3217,,Non-Binary,Desktop,Bottom,Education,,0
7894,2023,User2023,19.0,Non-Binary,Desktop,Top,,,1
7895,4275,User4275,,,Tablet,,News,,0
7896,150,User150,47.0,Non-Binary,Tablet,Bottom,Social Media,Evening,0
7897,6654,User6654,33.0,,Desktop,Top,Education,Afternoon,1
7898,1399,User1399,,Female,,Bottom,Education,Night,1
7899,3956,User3956,26.0,Non-Binary,Mobile,Bottom,,Night,0
7900,6893,User6893,21.0,,,Top,Entertainment,Evening,1
7901,2023,User2023,19.0,,Desktop,Top,,Morning,1
7902,5544,User5544,,Male,Desktop,,,,0
7903,2174,User2174,36.0,,Desktop,,Entertainment,Afternoon,1
7904,3225,User3225,23.0,,Tablet,Bottom,Entertainment,Morning,1
7905,5420,User5420,39.0,Male,Mobile,Bottom,Education,Morning,1
7906,8948,User8948,25.0,,Mobile,Bottom,,Evening,1
7907,1370,User1370,52.0,,Desktop,Bottom,,Night,1
7908,1370,User1370,52.0,Female,Desktop,Bottom,,Night,1
7909,4108,User4108,,,Tablet,Top,,Morning,1
7910,1721,User1721,34.0,Non-Binary,Mobile,,Social Media,Afternoon,1
7911,8883,User8883,,Female,,Bottom,Education,Evening,1
7912,7962,User7962,58.0,,Tablet,Top,,Afternoon,1
7913,4348,User4348,62.0,,Desktop,Top,Shopping,Afternoon,1
7914,3623,User3623,49.0,Male,Tablet,,,Night,0
7915,3710,User3710,,,,Side,Entertainment,Evening,0
7916,1084,User1084,,,Desktop,Side,Education,Afternoon,0
7917,5623,User5623,53.0,,Desktop,Side,,Morning,1
7918,6255,User6255,,Female,Tablet,Side,News,Afternoon,0
7919,7306,User7306,44.0,Male,Tablet,Side,,,0
7920,5501,User5501,28.0,Non-Binary,Mobile,Bottom,Social Media,Evening,1
7921,2129,User2129,47.0,,,Bottom,Social Media,Evening,1
7922,6748,User6748,,Male,Desktop,Top,Shopping,Evening,0
7923,6467,User6467,30.0,,Desktop,Side,,Morning,1
7924,3429,User3429,,,Tablet,Side,Social Media,,1
7925,5783,User5783,,Male,,Bottom,Education,Evening,1
7926,4348,User4348,62.0,Female,Desktop,,,Afternoon,1
7927,4021,User4021,38.0,,,Side,,Morning,1
7928,4517,User4517,35.0,Female,Desktop,Side,Shopping,Evening,0
7929,7941,User7941,41.0,Female,Desktop,,,,1
7930,6202,User6202,,Female,Tablet,Bottom,,Night,1
7931,7980,User7980,32.0,Female,Mobile,Bottom,Shopping,Evening,0
7932,3454,User3454,,Female,Mobile,Bottom,Education,Morning,0
7933,3846,User3846,38.0,,Tablet,,Entertainment,Night,1
7934,6965,User6965,,,Desktop,Top,Education,Morning,0
7935,4561,User4561,,Female,,Bottom,,Morning,0
7936,1945,User1945,,Female,Tablet,Side,,Night,1
7937,6980,User6980,62.0,,Desktop,Bottom,Social Media,Night,1
7938,6548,User6548,51.0,Female,Desktop,Bottom,,Evening,0
7939,7450,User7450,,,,Side,News,Night,1
7940,812,User812,40.0,,Desktop,Bottom,Education,,0
7941,3352,User3352,,Female,Desktop,Side,,Night,1
7942,9888,User9888,,Male,Mobile,Top,,Morning,1
7943,9311,User9311,,Non-Binary,Desktop,Side,,Afternoon,1
7944,5412,User5412,35.0,,Mobile,Top,,Evening,1
7945,2691,User2691,,Non-Binary,Desktop,Bottom,News,Afternoon,1
7946,4473,User4473,49.0,Female,,Bottom,,Morning,0
7947,9992,User9992,,Male,Desktop,Side,,Evening,1
7948,301,User301,59.0,Male,Tablet,Side,Social Media,Evening,1
7949,4029,User4029,21.0,,Desktop,Side,News,Afternoon,1
7950,5346,User5346,30.0,Non-Binary,,Top,,Morning,1
7951,4871,User4871,58.0,Female,,Side,,Night,1
7952,9419,User9419,,,,Side,,Afternoon,1
7953,4967,User4967,,Male,,Side,News,Evening,0
7954,6573,User6573,55.0,Non-Binary,Desktop,Side,,Evening,1
7955,3604,User3604,,Male,Tablet,Bottom,News,Morning,1
7956,9967,User9967,,,Mobile,Side,Education,,1
7957,9814,User9814,57.0,,Tablet,,Social Media,Afternoon,0
7958,5955,User5955,59.0,,Tablet,Side,,,1
7959,3144,User3144,,,Desktop,Side,Shopping,Morning,1
7960,7558,User7558,,,Mobile,,,,1
7961,3345,User3345,,Male,Desktop,Side,Social Media,Night,1
7962,301,User301,,Male,Tablet,Side,,Evening,1
7963,802,User802,,Female,Tablet,Side,Education,Afternoon,0
7964,2290,User2290,41.0,,Tablet,Top,,Evening,1
7965,8170,User8170,,Male,Tablet,Bottom,News,Night,0
7966,4168,User4168,,,Tablet,Bottom,,Morning,0
7967,6854,User6854,32.0,Male,Mobile,Bottom,,Night,1
7968,1305,User1305,,,Tablet,Top,News,Night,1
7969,2272,User2272,,,Tablet,Bottom,,Morning,1
7970,737,User737,59.0,,Mobile,,Entertainment,,0
7971,8684,User8684,,Non-Binary,,Top,,Afternoon,1
7972,3299,User3299,44.0,Non-Binary,Tablet,Side,News,Evening,1
7973,5744,User5744,,,Desktop,,Education,Afternoon,0
7974,7,User7,,,Tablet,Bottom,,Evening,1
7975,606,User606,,Non-Binary,Desktop,,,Afternoon,1
7976,3252,User3252,60.0,,Desktop,,,Afternoon,0
7977,390,User390,,Female,Mobile,,,,0
7978,2581,User2581,,Female,Mobile,,,Evening,1
7979,9070,User9070,,Non-Binary,Tablet,Bottom,,Morning,1
7980,8925,User8925,41.0,Non-Binary,Tablet,Top,,,0
7981,8725,User8725,,Female,,Side,,Morning,0
7982,7846,User7846,50.0,,Desktop,Side,,Evening,0
7983,4756,User4756,59.0,Non-Binary,Mobile,Bottom,Education,Evening,1
7984,5980,User5980,40.0,Female,Desktop,Side,,Morning,1
7985,9255,User9255,37.0,Non-Binary,Tablet,Top,,Morning,0
7986,8899,User8899,50.0,,,Bottom,,Night,0
7987,5467,User5467,25.0,Female,Mobile,Top,Social Media,Evening,0
7988,3846,User3846,38.0,Non-Binary,Tablet,Bottom,Entertainment,Night,1
7989,749,User749,,,Mobile,Top,News,Night,1
7990,6153,User6153,30.0,,Mobile,Side,Entertainment,,1
7991,6441,User6441,,,Desktop,Top,,Night,1
7992,3330,User3330,,Male,,Top,News,Afternoon,1
7993,5498,User5498,,Female,Tablet,,Education,,1
7994,5050,User5050,,,Mobile,Top,Education,Evening,0
7995,3345,User3345,,Male,Desktop,Side,Social Media,Night,1
7996,6611,User6611,64.0,Female,Mobile,Bottom,,,0
7997,6337,User6337,,,Mobile,Top,Social Media,Night,1
7998,4013,User4013,63.0,,Tablet,Top,,,0
7999,9651,User9651,33.0,Non-Binary,Tablet,Top,Entertainment,Evening,0
8000,389,User389,,,Tablet,Top,Social Media,Afternoon,1
8001,749,User749,,,Mobile,Top,News,,1
8002,6237,User6237,32.0,Non-Binary,Mobile,Top,News,Morning,1
8003,6959,User6959,39.0,Male,Desktop,Top,,Evening,1
8004,6906,User6906,,,Mobile,Top,,Morning,1
8005,6906,User6906,,Non-Binary,Mobile,Top,,Morning,1
8006,3658,User3658,,,Desktop,,Shopping,Night,1
8007,9617,User9617,63.0,,Tablet,Side,Shopping,Afternoon,1
8008,9819,User9819,,,Desktop,Top,,Morning,0
8009,4400,User4400,,,Mobile,Top,Social Media,Night,0
8010,787,User787,28.0,Male,Tablet,Bottom,,Afternoon,0
8011,5498,User5498,,Female,,Side,Education,,1
8012,4348,User4348,62.0,Female,,Top,Shopping,Afternoon,1
8013,9905,User9905,,,Tablet,Top,,Night,1
8014,9550,User9550,58.0,Non-Binary,,,Education,,1
8015,6880,User6880,,Female,Mobile,Side,News,,1
8016,7246,User7246,28.0,Female,,Side,Education,Afternoon,0
8017,3248,User3248,45.0,Male,Desktop,Side,,Afternoon,0
8018,119,User119,59.0,,,Top,,Night,1
8019,4620,User4620,43.0,,Mobile,Side,Entertainment,Night,1
8020,8127,User8127,,Male,,Bottom,,,1
8021,8994,User8994,,Female,Mobile,,Entertainment,Morning,1
8022,9234,User9234,20.0,Male,Desktop,Bottom,,Morning,1
8023,1136,User1136,58.0,,Mobile,Side,,Morning,1
8024,6287,User6287,40.0,,Tablet,Bottom,,Morning,1
8025,9483,User9483,63.0,Female,Desktop,Side,Shopping,Evening,0
8026,1077,User1077,,,Desktop,,,,1
8027,5890,User5890,56.0,,Mobile,Bottom,,Night,1
8028,4057,User4057,,,Desktop,,Education,Evening,1
8029,2431,User2431,,,Desktop,,,Night,1
8030,6887,User6887,,,Mobile,Bottom,,Night,0
8031,9057,User9057,38.0,,Desktop,Side,,Afternoon,1
8032,4697,User4697,,,Mobile,,Entertainment,Afternoon,1
8033,2032,User2032,,,,Bottom,Education,Morning,1
8034,5084,User5084,,Non-Binary,,Side,Entertainment,,1
8035,1171,User1171,,Female,,Bottom,,,1
8036,5756,User5756,51.0,Non-Binary,Tablet,Top,Shopping,Afternoon,1
8037,6713,User6713,,Male,Desktop,,,Night,0
8038,5270,User5270,62.0,Female,Mobile,,,Afternoon,0
8039,2963,User2963,21.0,Male,,Top,Education,Evening,0
8040,5846,User5846,,,,Top,,,0
8041,1327,User1327,,Female,Mobile,Side,,,0
8042,6602,User6602,,,,Side,,Night,1
8043,518,User518,29.0,,,,Shopping,Morning,1
8044,4607,User4607,49.0,Female,Tablet,,,Night,0
8045,215,User215,31.0,,Desktop,Side,Education,,0
8046,7342,User7342,60.0,,Desktop,Bottom,,Evening,0
8047,3696,User3696,49.0,Female,,Side,Entertainment,Evening,0
8048,9916,User9916,,,Mobile,Top,,Morning,0
8049,2727,User2727,34.0,Non-Binary,Mobile,Bottom,,Afternoon,1
8050,9660,User9660,,Male,Desktop,,,Night,1
8051,9453,User9453,55.0,Male,,,,,0
8052,903,User903,,Female,Mobile,Side,,Night,0
8053,4230,User4230,35.0,Female,Tablet,Top,Education,Evening,1
8054,8994,User8994,34.0,,,Bottom,Entertainment,Morning,1
8055,2272,User2272,,,,,News,Morning,1
8056,5358,User5358,20.0,Male,Tablet,,,Morning,0
8057,2726,User2726,,,,,,Evening,0
8058,3345,User3345,39.0,Male,Desktop,Side,,Night,1
8059,1933,User1933,39.0,,Tablet,Side,Shopping,,0
8060,7927,User7927,34.0,Female,Tablet,,Shopping,,0
8061,4263,User4263,40.0,,,Side,,Morning,0
8062,8883,User8883,,Female,,Bottom,Education,Evening,1
8063,5942,User5942,,Non-Binary,Tablet,Bottom,Social Media,Evening,1
8064,4631,User4631,39.0,Male,Mobile,Side,Entertainment,Night,0
8065,2297,User2297,57.0,Male,,Side,Education,Morning,1
8066,1148,User1148,25.0,,Mobile,Bottom,,Afternoon,1
8067,7019,User7019,56.0,Female,Mobile,Bottom,Social Media,Afternoon,0
8068,5514,User5514,31.0,,Desktop,,,Night,1
8069,8953,User8953,37.0,Female,,Top,,Afternoon,0
8070,4719,User4719,50.0,,Desktop,Top,,,0
8071,3118,User3118,,Male,,Top,,Evening,1
8072,9412,User9412,34.0,,Mobile,Bottom,Social Media,Morning,1
8073,7099,User7099,22.0,Female,,Top,,,1
8074,8326,User8326,23.0,Female,,Bottom,Entertainment,Evening,1
8075,4074,User4074,37.0,Male,Mobile,Side,News,,0
8076,5732,User5732,,Non-Binary,Tablet,,,,1
8077,3225,User3225,23.0,,Tablet,,,,1
8078,5436,User5436,40.0,,,,,Afternoon,1
8079,9220,User9220,21.0,Female,Mobile,Side,Social Media,Night,1
8080,2882,User2882,40.0,,Desktop,Top,Social Media,Night,0
8081,6311,User6311,28.0,Female,Mobile,Top,Education,Evening,0
8082,7661,User7661,48.0,,Mobile,Side,,Night,1
8083,517,User517,,,Mobile,,Shopping,,0
8084,1805,User1805,,Male,Mobile,Top,,Afternoon,1
8085,3746,User3746,,,Desktop,Top,,Morning,1
8086,3590,User3590,57.0,,Mobile,Bottom,Shopping,,0
8087,9704,User9704,,Male,Mobile,Top,,,0
8088,6161,User6161,61.0,Female,Tablet,,,,1
8089,9220,User9220,21.0,Female,,,Social Media,Night,1
8090,1300,User1300,,,Tablet,,Education,,0
8091,7544,User7544,,,Mobile,Top,News,,1
8092,9700,User9700,,Male,Mobile,Bottom,,Morning,0
8093,9157,User9157,,,Mobile,Bottom,,Morning,1
8094,7457,User7457,20.0,Male,,Side,,Morning,0
8095,6081,User6081,18.0,,Tablet,Bottom,,,0
8096,8726,User8726,62.0,,Desktop,Side,Education,Morning,1
8097,9857,User9857,,Male,Tablet,Top,Entertainment,Afternoon,0
8098,2529,User2529,,Female,,Top,,Afternoon,1
8099,9661,User9661,38.0,,Desktop,,,,0
8100,8222,User8222,27.0,,,Side,News,Afternoon,1
8101,2946,User2946,37.0,Female,,,,Afternoon,1
8102,7828,User7828,29.0,,Tablet,Bottom,,,1
8103,6287,User6287,,Female,Tablet,Bottom,,Morning,1
8104,2855,User2855,40.0,,Tablet,Bottom,,Morning,0
8105,8041,User8041,,,Mobile,,,Afternoon,1
8106,1141,User1141,37.0,,Desktop,Bottom,,,1
8107,5346,User5346,30.0,Non-Binary,Tablet,,News,,1
8108,2297,User2297,57.0,Male,Tablet,,Education,,1
8109,7544,User7544,,Female,Mobile,Top,,Afternoon,1
8110,6086,User6086,24.0,,Desktop,,,Morning,1
8111,6814,User6814,40.0,Non-Binary,,Top,,Night,0
8112,1539,User1539,,,Mobile,Bottom,Education,,1
8113,8041,User8041,,,Mobile,Bottom,Social Media,Afternoon,1
8114,4015,User4015,44.0,Male,Tablet,Side,,,1
8115,8897,User8897,,Female,Tablet,,Entertainment,Night,0
8116,4889,User4889,,,Tablet,Bottom,News,Evening,1
8117,9420,User9420,,,Tablet,Side,Education,,1
8118,7674,User7674,,Female,Tablet,Bottom,News,,1
8119,1931,User1931,,Female,Mobile,Bottom,,Night,1
8120,5419,User5419,,Male,Tablet,Top,,Morning,1
8121,3740,User3740,,Non-Binary,Tablet,,Social Media,Afternoon,1
8122,4034,User4034,43.0,,Desktop,Top,,,1
8123,7924,User7924,,,Desktop,Bottom,Shopping,,1
8124,1569,User1569,,Non-Binary,Tablet,Top,Shopping,,0
8125,1650,User1650,29.0,,Desktop,Bottom,,,1
8126,5329,User5329,54.0,Male,Tablet,,Education,Evening,1
8127,770,User770,,Female,Mobile,Bottom,,Evening,1
8128,6654,User6654,33.0,,Desktop,Top,Education,Afternoon,1
8129,1733,User1733,32.0,,Mobile,Bottom,News,Evening,0
8130,2982,User2982,63.0,Female,Desktop,,,Afternoon,0
8131,8271,User8271,29.0,,Desktop,Bottom,Education,Afternoon,1
8132,1704,User1704,61.0,Female,Tablet,Bottom,,Evening,1
8133,6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1
8134,1273,User1273,27.0,Non-Binary,Mobile,Bottom,,Morning,1
8135,7652,User7652,,Male,Mobile,Bottom,Education,Morning,1
8136,4058,User4058,33.0,,,Bottom,News,Evening,1
8137,6296,User6296,29.0,,,Bottom,,,1
8138,3241,User3241,35.0,,,Top,,Evening,0
8139,8547,User8547,20.0,,Mobile,Top,,Morning,0
8140,6910,User6910,54.0,,Desktop,Top,Entertainment,Morning,0
8141,6602,User6602,,,Desktop,Side,,Night,1
8142,805,User805,,,,Bottom,,Evening,1
8143,6066,User6066,,,Desktop,,News,Evening,1
8144,4863,User4863,47.0,Non-Binary,Mobile,,,,0
8145,6610,User6610,40.0,Non-Binary,Tablet,Side,News,Morning,0
8146,3060,User3060,,Male,,Bottom,,Morning,1
8147,9215,User9215,48.0,,Desktop,Side,Shopping,Evening,0
8148,998,User998,,,Tablet,Top,,Evening,1
8149,1474,User1474,31.0,,Desktop,Side,,Morning,1
8150,2911,User2911,,,,,,Evening,0
8151,3042,User3042,,,Mobile,Side,Social Media,Afternoon,1
8152,1450,User1450,44.0,Non-Binary,Desktop,,Entertainment,Afternoon,0
8153,1325,User1325,,,Desktop,,,Evening,1
8154,994,User994,57.0,Non-Binary,Tablet,Bottom,,Afternoon,0
8155,2156,User2156,46.0,Female,Tablet,,,,1
8156,1975,User1975,,,,Top,Social Media,,1
8157,1197,User1197,62.0,Male,Mobile,Top,Social Media,,1
8158,6922,User6922,54.0,Non-Binary,,Bottom,,Evening,0
